Date,Asset,OriginalShorttext,PMType,Cost,RunningTime,MajorSystem,Part,Action,Variant,FM,Location,Comments,FuncLocation,SuspSugg,Rule,
21/04/2007,C,REPLACE BUCKET TOOTH,PM01,718.49,46,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362,
29/05/2007,C,broken bucket tooth,PM01,612.12,38,Bucket,GET,NA,NA,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_438,
28/06/2007,C,bucket teeth worn. REPLACE SERVICE DAY 1,PM01,4524.18,30,Bucket,GET,NA,2V,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_5_9_108_124_307_361_362_434,
29/06/2007,C,BROKEN GREASE LINE ON BUCKET,PM01,0,1,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438,
05/07/2007,C,"CRACK REPAIRS ON BOOM,STICK,BUCKET.",PM01,0,6,Bucket,Lift_Drivers Cabin,Repair,1,Structural Integrity,NA,NA,MAIN FRAME,0,Rule_1_3_5_155_264_335_439,
12/07/2007,C,BROKEN GREASE LINE ON BUCKET,PM01,0,7,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438,
23/07/2007,C,REPLACE 2 BUCKET TEETH AND KEEPERS,PM01,1362.78,11,Bucket,GET_Mount,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_9_108_124_169_361_362,
29/08/2007,C,REPLACE ONE BROKEN BUCKET TOOTH,PM01,540.12,37,Bucket,GET,Replace,2V,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362_438,
04/11/2007,C,REPLACE ONE MISSING BUCKET TOOTH,PM01,1318.96,67,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362_409,
25/11/2007,C,GREASE LINE ON BUCKET BROKEN,PM01,146.9,21,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438,
01/02/2008,C,BROKEN GREASE LINE ON BUCKET.,PM01,194.2,68,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438,
03/02/2008,C,REPLACE FULL SET BUCKET TEETH,PM01,4970.46,2,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_9_108_124_361_362,
06/02/2008,C,REPLACE BUCKET TOOTH.,PM01,426.41,3,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362,
03/03/2008,C,CHANGEOUT ~ BUCKET ASSEMBLY,PM02,29679.15,26,Bucket,NA,Replace,1,NA,NA,NA,BUCKET,1,Rule_1_4_5_356,
28/06/2008,C,REPLACE BROKEN BUCKET TOOTH,PM01,4253.97,117,Bucket,GET,Replace,2V,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362_438,
07/07/2008,C,GREASE LINE BROKEN ON BUCKET,PM01,256.48,9,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438,
13/07/2008,C,BLOWN HYDRAULIC OIL HOSE ON BUCKET,PM01,5341.32,6,Bucket_Hydraulic System,NA,NA,NA,Fluid Levels_Structural Integrity,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_5_51_52_53_406_437,
15/07/2008,C,BROKEN BUCKET TEETH,PM01,1512.37,2,Bucket,GET,NA,NA,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_5_9_108_124_438,
01/09/2008,C,REPLACE BUCKET TOOTH,PM01,701.27,48,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362,
13/09/2008,C,STEEL TUBE ON BUCKET CLAM BROKEN,PM01,0,12,Bucket,Clam,NA,NA,Structural Integrity,NA,NA,IMPLEMENTS,0,Rule_1_3_5_85_438,
14/09/2008,C,REPLACE MISSING BUCKET TOOTH.,PM01,701.27,1,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362_409,
14/09/2008,C,LH BUCKET CROWD CYLINDER LEAKING,PM01,0,0,Bucket_Hydraulic Cylinders,Crowd_Cylinder,NA,NA,Leak,Left,NA,IMPLEMENTS,0,Rule_1_3_5_18_104_106_403_477,
02/10/2008,C,REPLACE MISSING BUCKET TOOTH,PM01,3024.74,18,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,IMPLEMENTS,0,Rule_1_3_5_8_107_123_361_362_409,
18/10/2008,C,REPAIRS TO R/H BUCKET RAM  HYD HOSE,PM01,1920.16,16,Bucket_Hydraulic System,NA,Repair,1,NA,Right,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_5_51_53_335_488,
19/10/2008,C,REPLACE MISSING TOOTH,PM01,701.43,1,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_8_107_123_361_362_409,
24/10/2008,C,Offsite Repair RH120 bucket SHD23 Oct 08,PM01,109451.45,5,Bucket,NA,Repair,1,NA,Right,NA,BUCKET,0,Rule_1_3_5_335_487,
05/11/2008,C,REPAIR  BUCKET WEAR PLATES - BROKEN AWAY,PM01,0,12,Bucket,Wear Items,Repair,1,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_5_214_335_438,
30/11/2008,C,REPLACE TWO BROKEN TEETH,PM01,1403.16,25,Bucket,GET,Replace,2V,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_9_108_124_361_362_438,
28/12/2008,C,REPLACE BUCKET TOOTH,PM01,789.39,28,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362,
02/03/2009,C,REPLACE R.H CORNER BUCKET TOOTH,PM01,889.68,64,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362,
24/03/2009,C,REPLACE BUCKET TOOTH,PM01,806.22,22,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362,
30/03/2009,C,BUCKET TOOTH BROKEN OFF,PM01,3769.26,6,Bucket,GET,NA,NA,Structural Integrity,NA,NA,MACHINE,0,Rule_1_3_5_8_107_123_438,
30/03/2009,C,CHANGEOUT BUCKET,PM01,7774.83,0,Bucket,NA,Replace,1,NA,NA,NA,BUCKET,0,Rule_1_3_5_356,
03/04/2009,C,REPLACE 2 LOST TEETH,PM01,1714.5,4,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_9_108_124_361_362_410,
05/04/2009,C,REPLACE LOST CENTRE BUCKET TOOTH,PM01,701.77,2,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362_410,
26/04/2009,C,GREASE LINE ON LHS OF BUCKET BROKEN,PM01,138.21,21,Bucket,Grease System,NA,NA,Structural Integrity,Left,NA,MACHINE,0,Rule_1_3_5_132_278_438_477,
01/05/2009,C,ONE BUCKET TOOTH HAS FALLEN OFF,PM01,1241.89,5,Bucket,GET,NA,NA,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_411,
17/05/2009,C,REPAIR BLOWN BUCKET HOSE.,PM01,0,16,Bucket_Hydraulic System,NA,Repair,1,Structural Integrity,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_5_53_335_437,
18/05/2009,C,Offsite Repair RH120E May  09,PM01,105784.35,1,Bucket,NA,Repair,1,NA,Right,NA,BUCKET,0,Rule_1_3_335_487,
01/07/2009,C,MINING GET - SHD023 FY10,PM05,12356.89,44,Bucket,GET,NA,NA,NA,NA,NA,IMPLEMENTS,NA,Rule_1_12_111,
30/07/2009,C,TWO BUCKET TEETH BROKEN,PM01,1604.08,29,Bucket,GET,NA,NA,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_5_9_108_124_438,
25/08/2009,C,REPLACE BUCKET TOOTH.,PM01,701.77,26,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362,
11/10/2009,C,CRACKS UNDER HEEL OF BUCKET,PM01,1568,47,Bucket,NA,NA,NA,Structural Integrity,NA,Positional Term,IMPLEMENTS,0,Rule_1_3_5_439_491,
17/10/2009,C,C/O R/H BUCKET CLAM CYLINDER,PM01,4682.12,6,Bucket_Hydraulic Cylinders,Clam_Cylinder_Tilt,Replace,1V,NA,Right,NA,HYDRAULIC SYSTEM,0,Rule_1_3_5_18_85_106_205_359_488,
03/11/2009,C,REPLACE LUBE HOSE TO BUCKET,PM01,0,17,Bucket_Hydraulic System,Grease System,Replace,2V,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_53_243_361_362,
23/11/2009,C,Off Site Repair RH120E November 2009,PM01,216816.49,20,Bucket,NA,Repair,1,NA,Right,NA,BUCKET,0,Rule_1_3_335_487,
20/12/2009,C,Change out bucket teeth.,PM01,6496.88,27,Bucket,GET,Replace,1,NA,NA,NA,BUCKET,0,Rule_1_3_5_9_108_124_356,
16/01/2010,C,REPLACE MISSING BUCKET TOOTH.,PM01,2358.57,27,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362_409,
17/01/2010,C,REPLACE A MISSING BUCKET TOOTH,PM01,926.89,1,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362_409,
05/02/2010,C,REPLACE BUCKET TOOTH,PM01,1008.19,19,Bucket,GET,Replace,2V,NA,NA,NA,IMPLEMENTS,0,Rule_1_3_5_8_107_123_361_362,
10/03/2010,C,BUCKET TOOTH MISSING    @R10,PM01,66.43,33,Bucket,GET,NA,NA,Missing / Loose,NA,NA,MACHINE,0,Rule_1_3_5_8_107_123_409,
30/04/2010,C,REPLACE MISSING BUCKET TOOTH.,PM01,974.53,51,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362_409,
06/05/2010,C,REPAIR BUCKET WEAR PLATES,PM01,0,6,Bucket,Wear Items,Repair,1,NA,NA,NA,IMPLEMENTS,0,Rule_1_3_5_214_335,
26/05/2010,C,BUCKET CRACKS,PM01,0,20,Bucket,NA,NA,NA,Structural Integrity,NA,NA,IMPLEMENTS,0,Rule_1_3_5_439,
17/06/2010,C,REPLACE BUCKET TOOTH,PM01,1624.22,22,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362,
28/06/2010,C,REPLACE MISSING BUCKET TOOTH.,PM01,5133.07,11,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362_409,
01/07/2010,C,MINING GET - SHD0023 FY11,PM05,845.17,3,Bucket,GET,NA,NA,NA,NA,NA,IMPLEMENTS,NA,Rule_1_12_111,
14/07/2010,C,REPLACE LH BUCKET CYL HOSES,PM01,1731.37,13,Bucket_Hydraulic Cylinders_Hydraulic System,Cylinder_Tilt,Replace,2V,NA,Left,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_5_18_53_106_205_361_362_477,
14/09/2010,C,CHANGE OUT BUCKET,PM01,3222.88,62,Bucket,NA,Replace,1,NA,NA,NA,BUCKET,0,Rule_1_3_5_356,
25/03/2011,C,CHANDE BUCKET TOOTH,PM01,670.5,192,Bucket,GET,NA,NA,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123,
01/05/2011,C,REPAIR & REPLACE GREASE HOSES BUCKET,PM01,9300.14,37,Bucket_Hydraulic System,Grease System,Repair_Replace,6,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5_53_134_278_335_361_362_370,
08/05/2011,C,REPLACE MISSING BUCKET TOOTH,PM01,1844.9,7,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_107_123_361_362_409,
08/05/2011,C,GREASE LINES BROKEN AT BUCKET,PM01,998.67,0,Bucket,Grease System,NA,NA,Structural Integrity,NA,Positional Term,GREASE LUBE SYSTEM,0,Rule_1_3_5_132_278_438_492,
12/05/2011,C,L/H PIN WALKING OUT ON BUCKET CLAM LOWER,PM01,1743.12,4,Bucket,Clam_Mount,NA,NA,NA,Left,NA,BUCKET,0,Rule_1_3_5_85_173_478,
03/07/2011,C,HEATER NOT GETTING WARM,PM01,1304.5,52,Bucket,GET_Air Conditioning,NA,NA,NA,NA,NA,AIR CONDITIONING SYSTEM,0,Rule_1_3_12_111_220,
06/07/2011,C,OIL LEAK AT BACK OF BUCKET,PM01,559.07,3,Bucket_Hydraulic System,NA,NA,NA,Leak,NA,Positional Term,BUCKET,0,Rule_1_3_5_52_403_492,
08/08/2011,C,round plate r/h side of bucket fallen of,PM01,1645.9,33,Bucket,Wear Items,NA,NA,NA,Right,NA,BUCKET,0,Rule_1_3_5_214_488,
07/10/2011,C,REPAIR SPARE BUCKET SHD23.,PM01,267231.39,60,Bucket,NA,Repair,1,NA,NA,NA,BUCKET,0,Rule_1_3_5_335,
17/07/2003,D,Replace tooth on bucket,PM01,954.93,NA,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_8_116_132_392_393,
12/08/2003,D,No bucket crowd  COMPLETED,PM01,245.99,26,Bucket,NA,NA,NA,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5,
31/10/2003,D,Replace bucket with 20m3 style.,PM01,10635.51,80,Bucket,NA,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_392_393,
03/11/2003,D,Replace TML hire bucket GET,PM01,24138.57,3,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_12_120_392_393,
06/11/2003,D,remove G.E.T gear,PM01,423.98,3,Bucket,GET,Replace,Install,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_14_136_386,
12/11/2003,D,replace bucket tooth.,PM01,663.48,6,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_8_116_132_392_393,
16/11/2003,D,replace tip & lock,PM01,496.52,4,Bucket,GET_Lock,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_15_121_137_165_392_393,
18/11/2003,D,replace tooth on shovel,PM01,504.49,2,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393,
05/12/2003,D,REPLACE TOOTH,PM01,725.79,17,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393,
15/12/2003,D,refit adaptor,PM01,147.53,10,Bucket,Adaptor_Hydraulic Cylinder,Modify_Replace,Install,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_16_82_244_365_385,
20/12/2003,D,lost 2 tips,PM01,1008.98,5,Bucket,GET,NA,NA,Missing / Loose,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_15_121_441,
02/02/2004,D,replace tooth(tip),PM01,903.53,44,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_15_116_121_132_392_393,
16/02/2004,D,Repair LH bucket bore,PM01,332.53,14,Bucket,NA,Repair,1,NA,Left,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_366_508,
23/02/2004,D,bucket tooth missing.,PM01,637.5,7,Bucket,GET,NA,NA,Missing / Loose,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_8_116_132_440,
24/02/2004,D,replace adaptor,PM01,704.01,1,Bucket,Adaptor_Hydraulic Cylinder,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_16_82_244_392_393,
12/03/2004,D,replace missing tip,PM01,369.62,17,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_15_121_392_393_440,
12/03/2004,D,replace missimg tip,PM01,609.1,0,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_15_121_392_393,
23/03/2004,D,replace tooth,PM01,504.49,11,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393,
26/03/2004,D,replace tooth,PM01,1861.55,3,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393,
31/03/2004,D,repair centre suport inside bucket,PM01,479.61,5,Bucket,NA,Repair,1,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_366,
08/04/2004,D,replace missing tooth,PM01,1158.52,8,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393_440,
20/04/2004,D,replace tooth,PM01,516.37,12,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393,
14/05/2004,D,Replace Bucket tip,PM01,474.31,24,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_15_121_392_393,
18/05/2004,D,Broken grease line on bucket,PM01,0,4,Bucket,Grease System,NA,NA,Structural Integrity,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_141_306_469,
07/06/2004,D,Repair Rock Breaker in Bucket,PM01,2073.75,20,Bucket,NA,Repair,1,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_18_366,
07/06/2004,D,Replace chipped tooth,PM01,1447.99,0,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393,
07/06/2004,D,Replace Tooth,PM01,1003.25,0,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393,
28/06/2004,D,replace broken teeth,PM01,1037.24,21,Bucket,GET,Replace,2V,Structural Integrity,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_9_117_133_392_393_469,
06/07/2004,D,replace tip,PM01,664.19,8,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_15_121_392_393,
09/07/2004,D,replace teeth,PM01,513.05,3,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_9_117_133_392_393,
01/08/2004,D,replace missing tooth,PM01,518.62,23,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393_440,
08/08/2004,D,lost tooth,PM01,518.62,7,Bucket,GET,NA,NA,Missing / Loose,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_441,
11/08/2004,D,replace missing tooth,PM01,518.62,3,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393_440,
15/08/2004,D,replace bucket tooth,PM01,828.78,4,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_8_116_132_392_393,
17/08/2004,D,replace bucket tooth cracked on outside,PM01,1002.82,2,Bucket,GET,Replace,2V,Structural Integrity,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_8_116_132_392_393_470,
23/08/2004,D,Replace bucket tooth.,PM01,1301.48,6,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_8_116_132_392_393,
30/08/2004,D,Bucket cracking (HISTORY),PM01,1873.5,7,Bucket,NA,NA,NA,Structural Integrity,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_470,
07/09/2004,D,replace missing tooth,PM01,882.91,8,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_392_393_440,
20/09/2004,D,change broken tooth,PM01,892.5,13,Bucket,GET,Replace,1,Structural Integrity,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_8_116_132_387_469,
13/10/2004,D,replace tip and lock,PM01,518.62,23,Bucket,GET_Lock,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_15_121_137_165_392_393,
21/10/2004,D,Replace bucket tip,PM01,518.62,8,Bucket,GET,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_15_121_392_393,
22/11/2004,D,Rock breaker in bucket cracked at base,PM01,1345,32,Bucket,NA,NA,NA,Structural Integrity,NA,Positional Term,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5_18_470_523,
07/01/2005,D,Changed outside teeth,PM01,1643.59,46,Bucket,GET,Replace,1,NA,NA,NA,BUCKET,0,Rule_1_3_9_117_133_387,
10/01/2005,D,Replace bucket tooth.complete,PM01,606.35,3,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_116_132_392_393,
14/01/2005,D,cutter bar cracked,PM01,757.94,4,Bucket,NA,NA,NA,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_470,
04/02/2005,D,Bucket won't crowd,PM01,0,21,Bucket,NA,NA,NA,NA,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_5,
25/02/2005,D,Enweld.Repiar rock breaker on bucket,PM01,3132.25,21,Bucket,NA,Repair,6,NA,NA,NA,BUCKET,0,Rule_1_3_5_18_369_372,
01/03/2005,D,Repair Cracks on Bucket,PM01,815.63,4,Bucket,NA,Repair,1,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_5_366_470,
28/03/2005,D,Replace tooth and adaptor.,PM01,180.51,27,Bucket,Adaptor_GET_Hydraulic Cylinder,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_16_82_116_132_244_392_393,
30/03/2005,D,replace tooth,PM01,879.64,2,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
17/04/2005,D,replace lost bucket tooth,PM01,819.47,18,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_116_132_392_393_441,
18/04/2005,D,replace tooth,PM01,939.81,1,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
30/06/2005,D,crack in welds on wear package .,PM01,2223.13,73,Bucket,NA,Repair,6,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_369_372_470,
06/07/2005,D,replace tooth,PM01,289.37,6,Bucket,GET,Replace,2V,NA,NA,NA,IMPLEMENTS,0,Rule_1_3_8_116_132_392_393,
07/07/2005,D,Replace tooth,PM01,1307.04,1,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
09/07/2005,D,new teeth,PM01,1695.15,2,Bucket,GET,NA,NA,NA,NA,NA,BUCKET,0,Rule_1_3_9_117_133,
11/07/2005,D,replace tooth,PM01,90.6,2,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
15/07/2005,D,replace tooth,PM01,598.45,4,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
30/07/2005,D,Replace tooth.,PM01,747.83,15,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
30/09/2005,D,Replace broken grease line bucket pivot,PM01,350.37,62,Bucket,Grease System,Replace,2V,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_5_141_306_392_393_469,
05/11/2005,D,replace teeth,PM01,2020.3,36,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_9_117_133_392_393,
11/12/2005,D,replace tooth,PM01,1300.17,36,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
12/12/2005,D,Oil leak on bucket cylinder hose,PM01,2079.14,1,Bucket_Hydraulic Cylinders_Hydraulic System,Cylinder_Tilt,NA,NA,Leak,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_5_19_53_54_115_214_434,
19/12/2005,D,Remove Bucket cyls,PM01,537.13,7,Bucket_Hydraulic Cylinders,Cylinder_Tilt,Replace,Install,NA,NA,NA,CYLINDER BUCKET,0,Rule_1_3_5_19_115_214_386,
21/12/2005,D,bucket cut off tripped,PM01,0,2,Bucket,NA,NA,NA,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_5,
24/12/2005,D,Bucket wont crowd fully in,PM01,153.47,3,Bucket,NA,NA,NA,NA,NA,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3_5,
29/12/2005,D,new tooth,PM01,619.91,5,Bucket,GET,NA,NA,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132,
17/01/2006,D,welding repairs in bucket,PM01,0,19,Bucket,NA,Repair,6,NA,NA,NA,BUCKET,0,Rule_1_3_5_366_369_372,
22/01/2006,D,Change lost bucket tooth,PM01,598.45,5,Bucket,GET,Replace,1,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_116_132_387_441,
30/01/2006,D,replace tooth,PM01,1301.46,8,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
16/02/2006,D,replaced losted tooth,PM01,598.45,17,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393_441,
11/03/2006,D,Lost bucket tooth,PM01,921.64,23,Bucket,GET,NA,NA,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_116_132_441,
02/04/2006,D,replace tooth,PM01,610.54,22,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
03/04/2006,D,Replace missing bucket tooth,PM01,1375.68,1,Bucket,GET,Replace,2V,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_5_8_116_132_392_393_440,
06/04/2006,D,Repair cracks in rock breaker,PM01,1190.22,3,Bucket,NA,Repair,1,Structural Integrity,NA,NA,BUCKET,0,Rule_1_3_18_366_470,
24/04/2006,D,replace tooth,PM01,782.08,18,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
26/04/2006,D,Replace tooth on SHD24 bucket,PM01,2770.65,2,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_116_132_392_393,
26/04/2006,D,Fit bucket tooth,PM01,952.11,0,Bucket,GET,Replace,Install,NA,NA,NA,BUCKET,0,Rule_1_3_5_8_116_132_385,
29/04/2006,D,replace tooth.,PM01,612.81,3,Bucket,GET,Replace,2V,NA,NA,NA,BUCKET,0,Rule_1_3_8_116_132_392_393,
05/05/2006,D,Lost tooth,PM01,1232.12,6,Bucket,GET,NA,NA,Missing / Loose,NA,NA,BUCKET,0,Rule_1_3_8_116_132_441,
